Alcohol         , 2010-01-01 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-02 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-03 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-04 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-05 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-06 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-07 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-08 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-09 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-10 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-11 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-12 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-13 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-14 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-15 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-16 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-17 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-18 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-19 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-20 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-21 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-22 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-23 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-24 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-25 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-26 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-27 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-28 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-29 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-30 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-01-31 , 32.40 , 30.80 , 29.60 , 84.40 , 83.80 , 83.40 , 88.10 , 87.30 , 88.30
Alcohol         , 2010-02-01 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-02 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-03 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-04 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-05 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-06 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-07 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-08 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-09 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-10 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-11 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-12 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-13 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-14 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-15 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-16 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-17 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-18 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-19 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-20 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-21 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-22 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-23 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-24 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-25 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-26 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-27 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-28 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-02-29 , 26.10 , 24.60 , 24.40 , 77.80 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-03-01 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-02 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-03 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-04 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-05 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-06 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-07 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-08 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-09 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-10 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-11 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-12 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-13 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-14 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-15 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-16 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-17 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-18 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-19 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-20 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-21 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-22 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-23 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-24 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-25 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-26 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-27 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-28 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-29 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-30 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-03-31 , 32.90 , 21.70 , 17.50 , 60.20 , 59.60 , 59.60 , 55.60 , 55.90 , 56.50
Alcohol         , 2010-04-01 , 28.30 , 25.30 , 26.90 , 77.40 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-04-02 , 28.30 , 25.30 , 26.90 , 77.40 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-04-03 , 28.30 , 25.30 , 26.90 , 77.40 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-04-04 , 28.30 , 25.30 , 26.90 , 77.40 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-04-05 , 28.30 , 25.30 , 26.90 , 77.40 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
Alcohol         , 2010-04-06 , 28.30 , 25.30 , 26.90 , 77.40 , 76.80 , 76.50 , 69.90 , 69.60 , 70.10
